origin,destination
LAX,CLE
SEA,OAK
OGG,SEA
SEA,OGG
SAT,SEA
OGG,PDX
SAN,HNL
BOS,SAN
PDX,TPA
PHX,MCO
SFO,RSW
OGG,LAX
DEN,OAK
MSY,SEA
PIT,SEA
BOS,PDX
PDX,PIT
SEA,CLT
SEA,MSY
BOS,STL
PIT,BNA
LAS,EWR
OAK,CLE
BWI,STL
BWI,ORD
BWI,DFW
PHL,SMF
DAL,STL
CLE,IAH
ORD,SAN
CLE,SAN
PIT,SAN
PIT,DEN
SAN,STL
ATL,STL
IAH,RSW
TPA,AUS
SJU,MSP
SFO,DFW
AUS,PDX
MCO,HOU
LAS,MCI
PIT,RSW
IND,LAS
RDU,SEA
SJU,ATL
SEA,RDU
SEA,TPA
PDX,DTW
JFK,RSW
SLC,PIT
PDX,CLE
ORD,LAS
FLL,CVG
MCI,CLT
MIA,LGA
BWI,PIT
IND,MSY
DAL,SJC
CLT,PIT
MSY,DFW
DAL,CLT
CLT,DEN
FLL,PDX
HOU,FLL
BNA,PDX
PDX,BNA
PDX,FLL
AUS,FLL
MSP,FLL
EWR,AUS
CLT,AUS
CLT,LAX
LAX,CLT
CVG,OAK
OAK,CVG
HOU,TPA
TPA,HOU
IND,PDX
DAL,MIA
BNA,SAT
CVG,DAL
LAX,STL
BWI,DEN
MCI,MCO
MCO,MCI
ORD,OAK
MDW,SJC
OAK,HOU
HOU,OAK
BWI,OAK
TPA,LGA
LGA,BWI
PHX,BWI
SMF,HNL
RDU,DAL
DFW,MCO
STL,SFO
DFW,MSY
DFW,TPA
TPA,DFW
DCA,CVG
RSW,DCA
IND,DCA
SNA,DTW
ATL,OAK
TPA,SEA
ORD,RDU
SMF,PHL
SLC,BOS
DCA,MCO
PHX,BOS
SFO,BWI
HNL,BNA
BNA,HNL
STL,IAH
PIT,MCI
BWI,LAX
LAS,JFK
HNL,SLC
BNA,MCI
TPA,CLE
IND,DEN
TPA,IND
DEN,MCI
IAH,BOS
PHX,OGG
OGG,STL
DFW,OGG
EWR,DFW
IAH,SJC
SJC,IAH
LAS,MSY
MSY,SJC
TPA,MCI
MCI,PHX
SJC,MCI
ORD,CLE
SJC,CLT
CLE,FLL
LAS,IAH
DTW,HNL
HNL,DTW
MCO,PHX
SMF,OGG
HNL,IAH
MSP,HNL
HNL,MSP
LAX,BWI
SJC,DFW
LAX,RDU
MCI,DFW
DFW,PHX
MCO,CLE
MDW,BWI
CLE,PDX
MDW,MCO
PHX,STL
MCI,BWI
SJU,ORD
HOU,RDU
DCA,BWI
RSW,LAS
SNA,SMF
SLC,RDU
RDU,SLC
SMF,JFK
RSW,BOS
PDX,HNL
DCA,PDX
PDX,DCA
SEA,FLL
FLL,SEA
SLC,DCA
OGG,SMF
JFK,OAK
OGG,ORD
ORD,OGG
MCI,MSY
MSP,SNA
PDX,DFW
SJU,BOS
MSP,SJU
PHL,SEA
FLL,SAN
TPA,SLC
CLE,SEA
DCA,BOS
LGA,MDW
RSW,CLE
SAT,MDW
RSW,ORD
AUS,DCA
DAL,LGA
AUS,EWR
DEN,LGA
MDW,SEA
MDW,OAK
SMF,EWR
IAH,MCI
IAH,STL
DFW,IND
IND,DFW
MCO,IND
IND,IAH
DFW,RSW
PDX,MCI
OAK,ORD
EWR,OAK
OAK,EWR
DCA,ORD
BNA,DCA
DCA,DFW
STL,CLT
DFW,SJC
CLT,IAH
CLT,MCI
STL,DFW
STL,SAT
DFW,DCA
PIT,IAH
MIA,DCA
CLE,RDU
MCI,HOU
DFW,SMF
SMF,SAN
MCI,AUS
MIA,DFW
CLE,MSY
MCI,IAH
SAT,RSW
DEN,CLE
IAH,DCA
BOS,MSY
MSY,BOS
EWR,PHX
RSW,DEN
IAH,SAN
PIT,SFO
SMF,ORD
IAH,PDX
IAH,SMF
RDU,IAH
CLE,RSW
CLT,PHX
CLT,RSW
DFW,CLT
CLE,DFW
DFW,SJU
BOS,PHX
MSY,STL
RSW,DFW
SJU,CLT
DFW,FLL
PIT,SAT
CLT,SJU
IND,PHX
BOS,SJU
BNA,SJU
SAT,BWI
SJC,MDW
SJU,BNA
STL,SJU
STL,PDX
MDW,SJU
STL,SMF
RSW,HOU
HOU,SJU
SLC,MDW
RSW,DAL
SAN,MSY
SJU,HOU
SJU,STL
SJU,MDW
PIT,LAS
RDU,PHX
HOU,DTW
STL,MCO
MCI,RSW
MCO,STL
LGA,DEN
RSW,MCI
BOS,DCA
ORD,SNA
PHL,AUS
IND,SFO
PIT,DFW
AUS,PHL
PHX,DCA
IAH,CLT
DEN,DCA
RDU,LAX
DCA,PHX
TPA,PDX
SMF,BOS
DCA,EWR
EWR,DCA
SNA,EWR
ORD,SJU
DEN,HNL
SMF,RDU
DCA,FLL
SNA,STL
CLT,SFO
RSW,SAT
SNA,IND
SJU,AUS
LAS,DCA
SJU,SAT
SMF,DFW
RSW,STL
MCI,SNA
DAL,DCA
MDW,IAH
HOU,DCA
AUS,STL
BWI,MCI
HOU,SNA
HOU,MCI
HOU,STL
RDU,MDW
MDW,SAT
MSY,DCA
MDW,PDX
SEA,MDW
RSW,BNA
CVG,HOU
PHX,HNL
STL,RSW
DCA,HOU
HNL,SMF
OAK,STL
HOU,SAN
LGA,DAL
SJC,STL
MDW,LGA
MSY,SAN
SMF,AUS
STL,TPA
DCA,DAL
SAN,HOU
HOU,LGA
MDW,MCI
HNL,PHX
SNA,HOU
STL,SNA
RSW,SFO
CLT,LAS
DFW,MDW
LGA,PHX
PHX,LGA
LGA,SJU
LAS,CLT
SJU,LGA
OAK,PHL
PHL,OAK
SJU,PIT
LGA,LAX
LAX,LGA
CLT,SMF
PHX,CLT
SJU,MSY
CLT,SAN
ATL,HNL
DEN,OGG
OGG,DEN
OGG,DFW
PIT,DAL
HNL,ATL
IND,SLC
SAN,SMF
IAH,SNA
PIT,AUS
DCA,SJU
SNA,ORD
EWR,OGG
OGG,EWR
AUS,SJU
STL,HOU
RSW,MDW
SAT,STL
TPA,STL
SLC,CLE
CLE,SLC
CLT,PDX
PDX,CLT
CLT,HNL
HNL,CLT
MCO,HNL
CLT,SEA
HNL,MCO
DTW,HOU
DTW,SNA
OGG,ATL
ATL,OGG
HNL,BOS
BOS,HNL
CLT,SJC
SNA,JFK
JFK,SNA
SJC,BOS
HNL,JFK
SNA,ATL
ATL,SNA
